27/10/15 02:43:16 PM | error paint_template_error | services | response 200
18/12/15 09:55:57 AM | error loadView general | products | response 404
18/12/15 10:02:57 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:02:57 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 10:03:34 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:03:34 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:03:34 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:03:35 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:03:35 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 10:05:02 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:02 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:02 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:03 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:03 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 10:05:06 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:06 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 10:05:30 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:30 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:31 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:32 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:05:32 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 10:05:32 AM | error paint_template_error | products | response200
18/12/15 10:06:55 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:06:55 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:06:55 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:06:57 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:06:57 AM | 404 |  | response 200
18/12/15 10:06:57 AM | error paint_template_search | products | response 200
18/12/15 10:07:18 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:07:18 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:07:18 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:07:20 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:07:20 AM | 404 |  | response 200
18/12/15 10:07:20 AM | error paint_template_search | products | response 200
18/12/15 10:07:56 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:07:56 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:07:56 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:09:12 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:09:12 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:09:12 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:10:38 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:10:38 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:10:38 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:10:39 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:10:39 AM | 404 |  | response 200
18/12/15 10:10:39 AM | error paint_template_search | products | response 200
18/12/15 10:14:30 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:30 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:30 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:30 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:30 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:30 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:31 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:31 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:14:31 AM | 404 |  | response 200
18/12/15 10:14:31 AM | error paint_template_search | products | response 200
18/12/15 10:16:03 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:16:03 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:16:03 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:16:03 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:16:03 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:16:03 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:05 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:05 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:05 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:05 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:05 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:05 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:34 AM | ERROR: [8] Undefined offset: 1
Notice on line 16 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:17:34 AM | ERROR: [8] Undefined variable: model_name
Notice on line 23 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:28:17 AM | ERROR: [8] Undefined variable: model_name
Notice on line 25 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:28:17 AM | ERROR: [8] Undefined variable: model_name
Notice on line 25 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:28:17 AM | ERROR: [8] Undefined variable: model_name
Notice on line 25 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:33:19 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:33:19 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:33:19 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:33:21 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:33:25 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:33:25 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:33:25 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:35:42 AM | ERROR: [8] Undefined variable: model_name
Notice on line 25 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:35:43 AM | ERROR: [8] Undefined variable: model_name
Notice on line 25 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:35:43 AM | ERROR: [8] Undefined variable: model_name
Notice on line 25 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:37:58 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:37:59 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:37:59 AM | ERROR: [8] Undefined variable: model_name
Notice on line 24 in file /var/www/PhpProject1/autoload.php
 | products | response 200
18/12/15 10:42:31 AM | ERROR - 503 BD |  | response 200
18/12/15 10:42:31 AM | error paint_template_error | products | response200
18/12/15 10:42:50 AM | ERROR - 503 BD |  | response 200
18/12/15 10:42:51 AM | error paint_template_error | products | response200
18/12/15 10:44:29 AM | ERROR - 503 BD |  | response 200
18/12/15 10:44:29 AM | error paint_template_error | products | response200
18/12/15 10:47:55 AM | ERROR - 503 BD |  | response 200
18/12/15 10:48:10 AM | ERROR - 503 BD |  | response 200
18/12/15 10:49:10 AM | ERROR - 503 BD |  | response 200
18/12/15 10:51:34 AM | ERROR - 503 BD |  | response 200
18/12/15 10:51:34 AM | error paint_template_error | products | response200
18/12/15 10:52:02 AM | ERROR - 503 BD |  | response 200
18/12/15 10:52:02 AM | error paint_template_error | products | response200
18/12/15 10:52:17 AM | 404 |  | response 200
18/12/15 10:52:18 AM | error paint_template_search | products | response 200
18/12/15 10:52:59 AM | ERROR - 503 BD |  | response 200
18/12/15 11:05:58 AM | ERROR - 503 BD |  | response 200
18/12/15 11:05:58 AM | error paint_template_search | products | response 200
18/12/15 11:06:41 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 11:06:41 AM | error paint_template_search | products | response 200
18/12/15 11:07:21 AM | ERROR - 503 BD |  | response 200
18/12/15 11:08:34 AM | ERROR - 503 BD |  | response 200
18/12/15 11:11:00 AM | ERROR - 503 BD |  | response 200
18/12/15 11:11:00 AM | error paint_template_error | products | response200
18/12/15 11:11:54 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 11:11:54 AM | error paint_template_error | products | response200
18/12/15 11:15:32 AM | ERROR - 404 NO DATA |  | response 200
18/12/15 11:15:32 AM | error paint_template_error | products | response200
18/12/15 11:15:52 AM | 404 |  | response 200
18/12/15 11:15:52 AM | error paint_template_search | products | response 200
18/12/15 11:17:56 AM | ERROR - 503 BD |  | response 200
18/12/15 11:19:16 AM | ERROR - 503 BD |  | response 200
18/12/15 11:20:00 AM | ERROR - 503 BD |  | response 200
18/12/15 11:20:22 AM | ERROR - 503 BD |  | response 200
18/12/15 11:23:58 AM | ERROR - 503 BD |  | response 200
18/12/15 11:25:41 AM | ERROR - 503 BD |  | response 200
18/12/15 11:25:41 AM | error paint_template_error | products | response200
18/12/15 11:27:43 AM | ERROR - 503 BD |  | response 200
18/12/15 11:27:43 AM | error paint_template_search | products | response 200
18/12/15 11:28:18 AM | ERROR - 503 BD |  | response 200
18/12/15 11:28:18 AM | error paint_template_error | products | response200
18/12/15 11:28:40 AM | 404 |  | response 200
18/12/15 11:28:40 AM | error paint_template_search | products | response 200
18/12/15 11:31:01 AM | ERROR - 503 BD |  | response 200
18/12/15 11:31:01 AM | error paint_template_error | products | response200
18/12/15 11:31:24 AM | 404 |  | response 200
18/12/15 11:31:24 AM | error paint_template_search | products | response 200
18/12/15 11:33:10 AM | error paint_template_error | products | response200
18/12/15 11:33:21 AM | error paint_template_error | products | response200
18/12/15 11:33:31 AM | error paint_template_error | products | response200
18/12/15 11:33:35 AM | error paint_template_error | products | response200
18/12/15 11:33:36 AM | error paint_template_error | products | response200
18/12/15 11:33:37 AM | error paint_template_error | products | response200
18/12/15 11:33:38 AM | error paint_template_error | products | response200
18/12/15 11:37:01 AM | error paint_template_error | products | response200
18/12/15 11:37:16 AM | error paint_template_error | products | response200
18/12/15 11:37:18 AM | error paint_template_error | products | response200
18/12/15 11:37:19 AM | error paint_template_error | products | response200
18/12/15 11:37:23 AM | error paint_template_error | products | response200
18/12/15 11:38:09 AM | error paint_template_error | products | response200
18/12/15 11:38:11 AM | error paint_template_error | products | response200
18/12/15 11:38:16 AM | error paint_template_error | products | response200
18/12/15 11:38:17 AM | error paint_template_error | products | response200
18/12/15 11:38:20 AM | error paint_template_error | products | response200
18/12/15 11:38:37 AM | error paint_template_error | products | response200
18/12/15 11:38:37 AM | error paint_template_error | products | response200
18/12/15 11:38:39 AM | error paint_template_error | products | response200
18/12/15 11:38:40 AM | error paint_template_error | products | response200
18/12/15 11:38:41 AM | error paint_template_error | products | response200
18/12/15 11:38:42 AM | error paint_template_error | products | response200
18/12/15 11:38:43 AM | error paint_template_error | products | response200
18/12/15 11:38:44 AM | error paint_template_error | products | response200
18/12/15 11:38:47 AM | error paint_template_error | products | response200
18/12/15 11:38:52 AM | error paint_template_error | products | response200
18/12/15 11:38:54 AM | error paint_template_error | products | response200
18/12/15 11:38:56 AM | error paint_template_error | products | response200
18/12/15 11:38:56 AM | error paint_template_error | products | response200
18/12/15 11:38:57 AM | error paint_template_error | products | response200
18/12/15 11:38:57 AM | error paint_template_error | products | response200
18/12/15 11:38:57 AM | error paint_template_error | products | response200
18/12/15 11:38:57 AM | error paint_template_error | products | response200
18/12/15 11:42:18 AM | error paint_template_error | products | response200
18/12/15 11:42:20 AM | error paint_template_error | products | response200
18/12/15 11:42:24 AM | error paint_template_error | products | response200
18/12/15 11:42:25 AM | error paint_template_error | products | response200
18/12/15 11:42:27 AM | error paint_template_error | products | response200
18/12/15 11:42:43 AM | error paint_template_error | products | response200
18/12/15 11:42:46 AM | error paint_template_error | products | response200
18/12/15 11:42:48 AM | error paint_template_error | products | response200
18/12/15 11:42:49 AM | error paint_template_error | products | response200
18/12/15 06:45:25 PM | ERROR - 503 BD |  | response 200
18/12/15 06:45:25 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:45:57 PM | ERROR - 503 BD |  | response 200
18/12/15 06:45:57 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:47:17 PM | ERROR - 503 BD |  | response 200
18/12/15 06:47:17 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:48:05 PM | ERROR - 503 BD |  | response 200
18/12/15 06:48:05 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:48:12 PM | ERROR - 503 BD |  | response 200
18/12/15 06:48:12 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:48:36 PM | ERROR - 503 BD |  | response 200
18/12/15 06:48:36 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:48:40 PM | ERROR - 503 BD |  | response 200
18/12/15 06:48:40 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:48:42 PM | ERROR - 503 BD |  | response 200
18/12/15 06:48:42 PM | ERROR: [8] Array to string conversion
Notice on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:49:33 PM | ERROR - 503 BD |  | response 200
18/12/15 06:50:47 PM | ERROR - 503 BD |  | response 200
18/12/15 06:54:27 PM | ERROR - 503 BD |  | response 200
18/12/15 06:54:36 PM | ERROR - 503 BD |  | response 200
18/12/15 06:54:44 PM | ERROR - 503 BD |  | response 200
18/12/15 06:55:03 PM | ERROR - 503 BD |  | response 200
18/12/15 06:55:32 PM | ERROR - 503 BD |  | response 200
18/12/15 06:56:29 PM | ERROR - 503 BD |  | response 200
18/12/15 06:56:43 PM | ERROR - 503 BD |  | response 200
18/12/15 06:56:43 PM | ERROR: [2] json_encode() expects at least 1 parameter, 0 given
Warning on line 106 in file /var/www/PhpProject1/utils/response_code.inc.php
 | products | response 200
18/12/15 06:57:35 PM | ERROR - 503 BD |  | response 200
20/12/15 08:43:11 PM | ERROR - 503 BD |  | response 200
20/12/15 08:43:15 PM | error loadView general | about-us | response 400
20/12/15 08:43:17 PM | error loadView general | portfolio | response 400
20/12/15 08:43:19 PM | ERROR - 503 BD |  | response 200
21/12/15 10:31:33 AM | ERROR - 503 BD |  | response 200
21/12/15 10:31:44 AM | ERROR - 503 BD |  | response 200
21/12/15 10:31:56 AM | ERROR - 503 BD |  | response 200
21/12/15 10:32:11 AM | ERROR - 503 BD |  | response 200
23/12/15 11:54:10 AM | ERROR - 503 BD |  | response 200
23/12/15 12:13:42 PM | ERROR - 503 BD |  | response 200
23/12/15 12:13:43 PM | error paint_template_error | products | response200
23/12/15 12:15:25 PM | ERROR - 503 BD |  | response 200
23/12/15 12:15:25 PM | error paint_template_error | products | response200
23/12/15 12:15:48 PM | ERROR - 503 BD |  | response 200
23/12/15 12:15:48 PM | error paint_template_error | products | response200
23/12/15 12:16:08 PM | ERROR - 503 BD |  | response 200
23/12/15 12:16:08 PM | error paint_template_error | products | response200
23/12/15 12:18:01 PM | ERROR - 503 BD |  | response 200
23/12/15 12:18:39 PM | ERROR - 503 BD |  | response 200
23/12/15 12:19:14 PM | ERROR - 503 BD |  | response 200
23/12/15 12:19:25 PM | ERROR - 503 BD |  | response 200
23/12/15 12:19:25 PM | error paint_template_error | products | response200
23/12/15 12:25:13 PM | 404 |  | response 200
23/12/15 12:25:13 PM | error paint_template_search | products | response 200
23/12/15 12:27:56 PM | ERROR - 503 BD |  | response 200
23/12/15 12:27:56 PM | error paint_template_search | products | response 200
23/12/15 12:28:13 PM | ERROR - 503 BD |  | response 200
23/12/15 12:28:13 PM | error paint_template_search | products | response 200
23/12/15 12:28:55 PM | ERROR - 404 NO DATA |  | response 200
23/12/15 12:28:55 PM | error paint_template_search | products | response 200
23/12/15 12:29:29 PM | ERROR - 503 BD |  | response 200
23/12/15 12:29:29 PM | error paint_template_error | products | response200
23/12/15 12:29:58 PM | 404 |  | response 200
23/12/15 12:29:58 PM | error paint_template_error | products | response200
23/12/15 12:30:43 PM | 404 |  | response 200
23/12/15 12:30:43 PM | error paint_template_error | products | response200
23/12/15 12:31:31 PM | ERROR - 404 NO DATA |  | response 200
23/12/15 12:31:31 PM | error paint_template_error | products | response200
23/12/15 12:33:33 PM | ERROR - 404 NO DATA |  | response 200
23/12/15 12:33:33 PM | error paint_template_search | products | response 200
23/12/15 12:34:53 PM | error loadView general | products | response 400
23/12/15 12:35:22 PM | error loadView general | products | response 400
23/12/15 12:35:23 PM | error loadView general | products | response 400
23/12/15 12:35:35 PM | error loadView general | products | response 400
23/12/15 12:35:36 PM | error loadView general | products | response 400
23/12/15 12:35:37 PM | error loadView general | main | response 400
23/12/15 12:35:41 PM | error loadView general | products | response 400
23/12/15 12:35:42 PM | error loadView general | products | response 400
23/12/15 12:36:20 PM | error loadView general | products | response 400
23/12/15 01:17:12 PM | error loadView general | main/view | response 400
23/12/15 01:17:12 PM | error loadView general | main/view | response 400
23/12/15 01:17:15 PM | error loadView general | main | response 400
23/12/15 01:17:15 PM | error loadView general | main/view | response 400
23/12/15 01:17:15 PM | error loadView general | main/view | response 400
23/12/15 01:17:17 PM | error loadView general | main | response 400
23/12/15 01:17:17 PM | error loadView general | main/view | response 400
23/12/15 01:17:17 PM | error loadView general | main/view | response 400
23/12/15 01:17:22 PM | error loadView general | main | response 400
23/12/15 01:17:22 PM | error loadView general | main/view | response 400
23/12/15 01:17:27 PM | error loadView general | main/view | response 400
23/12/15 01:17:27 PM | error loadView general | main/view | response 400
23/12/15 01:18:19 PM | error loadView general | main | response 400
23/12/15 01:18:19 PM | error loadView general | main/view | response 400
23/12/15 01:18:20 PM | error loadView general | main/view | response 400
23/12/15 01:18:23 PM | error loadView general | main/view | response 400
23/12/15 01:18:34 PM | error loadView general | main/view | response 400
23/12/15 01:20:50 PM | error loadView general | main | response 400
23/12/15 01:32:54 PM | error loadView general | products/list_products/PhpProject1 | response 400
23/12/15 02:06:23 PM | error loadView general | products/list_products/PhpProject1 | response 400
23/12/15 02:14:06 PM | error loadView general | products/list_products/PhpProject1/products | response 400
23/12/15 02:21:18 PM | error loadView general | users/form_users | response 400
23/12/15 02:21:23 PM | error loadView general | users/form_users | response 400
23/12/15 02:21:24 PM | error loadView general | products/list_products | response 400
23/12/15 02:21:25 PM | error loadView general | products/list_products | response 400
23/12/15 02:21:27 PM | error loadView general | products/list_products | response 400
23/12/15 02:21:49 PM | error loadView general | products/list_products | response 400
23/12/15 02:38:48 PM | error loadView general | products/list_products/products | response 400
23/12/15 02:38:55 PM | error loadView general | products/list_products/products | response 400
23/12/15 02:39:20 PM | error loadView general | products/list_products/products | response 400
23/12/15 02:40:09 PM | error loadView general | products/list_products | response 400
23/12/15 02:40:15 PM | error loadView general | products/list_products | response 400
23/12/15 02:42:26 PM | error loadView general | products/list_products | response 400
23/12/15 02:46:18 PM | error loadView general | products/list_products/products | response 400
23/12/15 02:47:08 PM | error loadView general | products/list_products/products | response 400
23/12/15 02:49:13 PM | error loadView general | products/list_products | response 400
23/12/15 02:49:13 PM | error loadView general | products/list_products | response 400
23/12/15 02:49:31 PM | error loadView general | products/list_products | response 400
23/12/15 02:49:31 PM | error loadView general | products/list_products | response 400
23/12/15 02:56:16 PM | error loadView general | products/list_products | response 400
23/12/15 02:56:16 PM | error loadView general | products/list_products | response 400
23/12/15 02:58:17 PM | error loadView general | products/list_products | response 400
23/12/15 02:58:17 PM | error loadView general | products/list_products | response 400
23/12/15 03:09:56 PM | error loadView general | products/list_products | response 400
23/12/15 03:10:07 PM | error loadView general | products/list_products | response 400
23/12/15 04:51:04 PM | error loadView general | products | response 400
23/12/15 04:52:05 PM | error loadView general | products | response 400
24/12/15 11:22:02 AM | error loadView general | users | response 400
24/12/15 11:28:10 AM | error loadView general | users | response 400
24/12/15 01:08:27 PM | error loadView general | users | response 400
26/12/15 10:26:00 AM | ERROR - 503 BD |  | response 200
26/12/15 10:26:00 AM | error paint_template_error | products | response200
26/12/15 10:26:14 AM | ERROR - 404 NO DATA |  | response 200
26/12/15 10:26:14 AM | error paint_template_search | products | response 200
26/12/15 10:26:36 AM | ERROR - 503 BD |  | response 200
26/12/15 10:26:36 AM | error paint_template_search | products | response 200
26/12/15 10:26:58 AM | ERROR - 404 NO DATA |  | response 200
26/12/15 10:26:58 AM | error paint_template_search | products | response 200
26/12/15 10:27:16 AM | ERROR - 503 BD |  | response 200
26/12/15 10:27:16 AM | error paint_template_search | products | response 200
26/12/15 10:27:22 AM | ERROR - 503 BD |  | response 200
26/12/15 10:27:22 AM | error paint_template_search | products | response 200
26/12/15 10:27:33 AM | ERROR - 404 NO DATA |  | response 200
26/12/15 10:27:33 AM | error paint_template_search | products | response 200
13/03/16 11:54:53 AM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'root'@'localhost' (using password: YES)
Warning on line 44 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:54:53 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 45 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:54:53 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 49 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:54:53 AM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'root'@'localhost' (using password: YES)
Warning on line 44 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:54:53 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 45 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:54:53 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 49 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:55:07 AM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'root'@'localhost' (using password: YES)
Warning on line 44 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:55:07 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 45 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:55:07 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 49 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:55:07 AM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'root'@'localhost' (using password: YES)
Warning on line 44 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:55:07 AM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 45 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
13/03/16 11:55:07 AM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 49 in file /home/ubuntu/workspace/12F_PhpProject_Miguel_prettyurls/model/db.class.singleton.php
 | products | response 200
